claim_id,customer_id,age,gender,vehicle_age,vehicle_type,policy_type,premium_amount,claim_amount,accident_type,accident_severity,incident_state,days_since_policy,number_of_previous_claims,police_report,witness_present,medical_cost,repair_cost,claim_status,fraud_reported
CLM101394,CUST25652,51,Female,11,Truck,Third-Party,6382.37,13549.99,Theft,Minor,Tamil Nadu,1548,0,Yes,Yes,924.44,7991.61,Pending,0
CLM101395,CUST22785,41,Female,1,Sedan,Comprehensive,3064.23,60175.81,Theft,Moderate,Gujarat,30,3,No,Yes,6106.54,31190.58,Approved,1
CLM101396,CUST27497,51,Female,1,Sedan,Zero-Depreciation,12918.88,55445.85,Rollover,Moderate,Delhi,666,5,Yes,No,5180.03,22758.87,Rejected,0
CLM101397,CUST24987,49,Female,9,SUV,Zero-Depreciation,7768.58,21835.54,Vandalism,Minor,Maharashtra,114,0,No,Yes,3059.53,13310.84,Approved,0
CLM101398,CUST26963,35,Female,4,Van,Comprehensive,14343.7,45203.59,Fire,Minor,Karnataka,1023,1,No,Yes,7383.52,15376.31,Approved,0
CLM101399,CUST24923,61,Female,4,Truck,Third-Party,18793.66,143134.31,Vandalism,Severe,Punjab,417,0,No,No,8765.2,52740.0,Under Review,0
CLM101400,CUST22678,60,Female,7,SUV,Standalone,21571.52,72704.98,Rollover,Moderate,Tamil Nadu,2437,0,No,No,4144.63,33249.87,Approved,0
CLM101401,CUST28061,30,Female,0,Hatchback,Standalone,15277.36,71040.03,Theft,Moderate,Punjab,167,0,No,Yes,0.0,40601.64,Approved,0
CLM101402,CUST24038,35,Female,0,Truck,Third-Party,12720.5,25377.96,Vandalism,Minor,Gujarat,596,0,No,No,5174.02,10725.66,Approved,0
CLM101403,CUST27719,35,Male,5,Hatchback,Comprehensive,9009.42,58351.95,Theft,Moderate,Karnataka,453,1,Yes,Yes,1606.38,34218.91,Under Review,0
CLM101404,CUST23723,37,Female,2,Motorcycle,Zero-Depreciation,11370.58,228045.13,Theft,Total Loss,Punjab,441,2,Yes,Yes,9478.61,135489.13,Under Review,0
CLM101405,CUST26380,37,Female,1,Sedan,Zero-Depreciation,12902.06,32867.17,Vandalism,Minor,Maharashtra,454,0,,Yes,0.0,12375.38,Pending,0
CLM101406,CUST23629,20,Male,1,Motorcycle,Zero-Depreciation,9936.15,39186.68,Natural Disaster,Minor,Punjab,283,0,No,No,5045.6,21906.26,Pending,0
CLM101407,CUST27035,35,Female,2,SUV,Third-Party,9785.06,31412.97,Rollover,Minor,Uttar Pradesh,154,0,Yes,No,1376.71,10891.28,Approved,0
CLM101408,CUST24745,45,Female,2,SUV,Standalone,14039.35,31088.61,Fire,Minor,Uttar Pradesh,460,2,No,Yes,605.34,15159.01,Rejected,0
CLM101409,CUST25332,37,Female,3,Hatchback,Zero-Depreciation,8324.64,107677.56,Vandalism,Moderate,West Bengal,120,2,Yes,No,0.0,62118.76,Under Review,0
CLM101410,CUST26113,66,Male,2,Sedan,Third-Party,9381.81,20891.45,Collision,Minor,Uttar Pradesh,109,1,No,Yes,3051.37,10692.98,Approved,0
CLM101411,CUST25788,23,Male,7,Motorcycle,Standalone,15395.47,77274.24,Theft,Severe,West Bengal,49,0,Yes,Yes,9615.97,42051.93,Rejected,0
CLM101412,CUST22467,23,Female,4,Sedan,Comprehensive,10787.28,300165.77,Collision,Total Loss,West Bengal,613,0,No,Yes,18426.88,110086.62,Approved,0
CLM101413,CUST23950,42,Female,20,Truck,Comprehensive,7113.29,38783.72,Fire,Minor,Gujarat,703,0,,Yes,0.0,23272.04,Pending,0
CLM101414,CUST28141,27,Female,3,SUV,Third-Party,18714.11,35707.09,Theft,Minor,West Bengal,462,0,Yes,No,7045.4,18578.59,Approved,0
CLM101415,CUST23615,46,Male,1,Hatchback,Third-Party,8850.98,234539.77,Rollover,Total Loss,Telangana,446,0,Yes,Yes,15494.23,130642.66,Approved,0
CLM101416,CUST25453,52,Male,4,SUV,Comprehensive,3000.0,69984.62,Theft,Moderate,Tamil Nadu,1852,1,Yes,No,3701.33,19192.5,Under Review,1
CLM101417,CUST26351,33,Female,6,Motorcycle,Third-Party,7586.51,22983.88,Vandalism,Minor,Tamil Nadu,144,1,No,No,0.0,12612.31,Rejected,0
CLM101418,CUST25019,51,Female,10,Motorcycle,Comprehensive,6184.83,73829.11,Vandalism,Moderate,Karnataka,82,0,Yes,Yes,0.0,19758.1,Approved,0
CLM101419,CUST24171,24,Male,1,SUV,Comprehensive,12800.58,91739.09,Vandalism,Severe,Rajasthan,392,2,No,No,19233.61,29642.81,Approved,1
CLM101420,CUST24175,35,Female,0,SUV,Third-Party,3000.0,72122.33,Theft,Severe,Karnataka,19,2,No,No,22174.01,42838.06,Approved,1
CLM101421,CUST21522,18,Male,1,Motorcycle,Standalone,11970.01,47576.75,Natural Disaster,Moderate,Uttar Pradesh,22,0,Yes,Yes,0.0,23525.58,Approved,0
CLM101422,CUST23603,55,Female,3,Hatchback,Comprehensive,5883.2,100218.81,Natural Disaster,Moderate,Uttar Pradesh,24,0,No,Yes,11987.89,53774.46,Approved,0
CLM101423,CUST22782,48,Male,0,Hatchback,Comprehensive,11326.88,33406.97,Vandalism,Moderate,Rajasthan,24,1,Yes,Yes,1102.2,12295.68,Under Review,0
CLM101424,CUST28279,35,Male,5,Sedan,Comprehensive,15969.31,90382.11,Fire,Severe,Punjab,492,3,Yes,No,12414.53,46764.53,Approved,1
CLM101425,CUST21703,37,Male,8,Van,Standalone,11010.36,29566.06,Vandalism,Minor,Uttar Pradesh,853,3,No,Yes,355.98,17598.52,Rejected,0
CLM101426,CUST25105,62,Female,0,SUV,Comprehensive,4356.71,20640.17,Fire,Minor,West Bengal,135,0,Yes,Yes,4167.45,8029.35,Under Review,0
CLM101427,CUST20392,52,Female,1,SUV,Zero-Depreciation,7454.23,19901.37,Theft,Minor,Tamil Nadu,114,0,Yes,Yes,,12281.69,Rejected,0
CLM101428,CUST24171,31,Female,7,Sedan,Third-Party,8386.07,120789.09,Collision,Total Loss,Karnataka,318,1,Yes,No,8271.58,45012.86,Approved,0
CLM101429,CUST22785,31,Female,0,Sedan,Standalone,5048.66,24751.22,Theft,Minor,Telangana,412,5,Yes,Yes,0.0,9269.4,Approved,0
CLM101430,CUST21429,59,Female,0,Truck,Third-Party,10751.89,6566.39,Rollover,Minor,Maharashtra,283,0,No,No,5750.65,2111.69,Approved,0
CLM101431,CUST25324,46,Male,5,Truck,Zero-Depreciation,10612.87,30603.98,Vandalism,Minor,Punjab,735,0,Yes,No,449.73,9209.29,Approved,0
CLM101432,CUST27954,29,Male,10,Hatchback,Zero-Depreciation,20330.19,35342.03,Collision,Minor,Tamil Nadu,386,2,No,Yes,4503.16,9146.43,Approved,0
CLM101433,CUST24434,44,Male,0,SUV,Zero-Depreciation,5724.87,27018.47,Natural Disaster,Minor,West Bengal,12,2,No,No,4342.14,7914.15,Rejected,0
CLM101434,CUST27386,52,Male,4,Sedan,Third-Party,9174.15,30559.71,Collision,Minor,Punjab,11,3,Yes,No,2938.93,18979.2,Approved,0
CLM101435,CUST24110,29,Female,6,SUV,Comprehensive,11269.43,35404.08,Fire,Minor,Telangana,321,0,No,Yes,8335.57,14083.11,Approved,0
CLM101436,CUST28305,49,Male,0,SUV,Comprehensive,4923.25,186640.15,Theft,Severe,Uttar Pradesh,310,0,Yes,Yes,14758.81,110128.08,Under Review,0
CLM101437,CUST26569,35,Female,0,Sedan,Third-Party,6380.75,66204.11,Fire,Severe,Tamil Nadu,563,0,No,,10551.59,36994.15,Approved,0
CLM101438,CUST27478,20,Female,2,Sedan,Third-Party,3000.0,68298.46,Vandalism,Moderate,Punjab,313,4,Yes,Yes,2318.91,26744.67,Approved,1
CLM101439,CUST27088,42,Male,2,Van,Third-Party,11029.06,130021.82,Natural Disaster,Total Loss,Gujarat,89,0,No,No,21345.12,83379.5,Rejected,0
CLM101440,CUST23966,26,Female,6,SUV,Comprehensive,9147.5,56592.44,Collision,Moderate,Punjab,251,0,No,Yes,5104.99,23449.83,Pending,1
CLM101441,CUST22628,47,Female,1,Motorcycle,Comprehensive,16327.6,116458.86,Fire,Severe,Tamil Nadu,890,0,Yes,No,18110.56,60288.02,Under Review,0
CLM101442,CUST27960,42,Male,6,SUV,Comprehensive,9619.66,163938.86,Collision,Severe,West Bengal,20,1,Yes,No,19072.94,89173.18,Under Review,0
CLM101443,CUST22264,45,Male,7,Sedan,Third-Party,9518.37,19731.81,Rollover,Moderate,Punjab,293,4,No,No,11514.53,7391.77,Pending,0
CLM101444,CUST22799,49,Female,3,Motorcycle,Zero-Depreciation,19264.34,37395.5,Rollover,Minor,Punjab,98,0,Yes,Yes,0.0,18251.51,Approved,0
CLM101445,CUST27401,29,Male,0,Sedan,Comprehensive,13690.26,26202.86,Fire,Minor,Maharashtra,711,0,Yes,Yes,5458.36,15786.68,Approved,0
CLM101446,CUST26122,35,Male,5,Sedan,Zero-Depreciation,14023.62,18524.76,Natural Disaster,Minor,West Bengal,277,2,No,No,4317.18,10847.88,Pending,0
CLM101447,CUST24019,40,Female,3,Motorcycle,Third-Party,9443.35,30931.66,Rollover,Minor,West Bengal,1122,4,Yes,No,2765.88,16055.49,Under Review,0
CLM101448,CUST25041,31,Female,6,SUV,Comprehensive,12072.09,49745.88,Theft,Moderate,Uttar Pradesh,342,1,No,Yes,4174.65,32073.57,Under Review,0
CLM101449,CUST26119,26,Male,0,Motorcycle,Third-Party,16931.71,54849.51,Natural Disaster,Moderate,Maharashtra,313,0,Yes,Yes,1677.66,26205.88,Approved,0
CLM101450,CUST28218,40,Male,12,Sedan,Zero-Depreciation,11296.95,38410.66,Fire,Minor,Punjab,110,0,No,Yes,7834.87,20257.5,Approved,0
CLM101451,CUST26173,21,Male,5,Truck,Standalone,14799.63,65402.07,Vandalism,Moderate,Tamil Nadu,623,2,,No,0.0,36072.39,Under Review,0
CLM101452,CUST26658,37,Male,0,Hatchback,Comprehensive,14341.06,217463.3,Natural Disaster,Total Loss,Maharashtra,63,0,No,No,12182.36,112327.72,Approved,1
CLM101453,CUST25453,22,Female,4,Van,Third-Party,8756.27,24720.04,Vandalism,Minor,Karnataka,749,0,Yes,Yes,4130.54,7272.37,Pending,0
CLM101454,CUST20220,18,Male,2,SUV,Third-Party,11256.81,38214.8,Vandalism,Minor,Delhi,296,0,Yes,Yes,1977.67,21032.27,Pending,0
CLM101455,CUST24552,18,Male,5,Sedan,Third-Party,15977.87,113702.32,Collision,Severe,West Bengal,1,0,Yes,No,12965.52,38016.13,Approved,1
CLM101456,CUST24493,58,Male,5,SUV,Comprehensive,15441.06,103879.43,Theft,Severe,Telangana,626,0,Yes,Yes,11204.53,49699.29,Approved,0
CLM101457,CUST27394,51,Male,4,Sedan,Comprehensive,19200.58,244971.63,Theft,Total Loss,Gujarat,306,0,No,Yes,18217.86,159010.41,Approved,1
CLM101458,CUST28848,45,Male,3,Van,Zero-Depreciation,10568.16,48328.98,Rollover,Moderate,Uttar Pradesh,24,0,No,No,2066.12,12777.17,Approved,0
CLM101459,CUST20008,53,Male,1,Sedan,Comprehensive,10502.87,91942.35,Theft,Severe,Telangana,447,2,No,Yes,14949.8,36062.18,Approved,1
CLM101460,CUST26464,30,Female,0,Truck,Third-Party,8849.16,40394.11,Collision,Minor,Rajasthan,407,1,No,Yes,0.0,16750.63,Pending,0
CLM101461,CUST22715,26,Male,2,SUV,Standalone,13145.7,114891.29,Natural Disaster,Moderate,Gujarat,190,0,Yes,Yes,2155.39,43969.83,Approved,0
CLM101462,CUST26853,34,Male,0,Motorcycle,Third-Party,17885.14,15489.08,Fire,Minor,Tamil Nadu,977,3,Yes,No,3375.63,4595.84,Approved,0
CLM101463,CUST20848,25,Male,4,Sedan,Standalone,7795.59,13934.95,Fire,Minor,Gujarat,431,0,Yes,Yes,3920.29,8755.44,Approved,0
CLM101464,CUST28277,23,Female,13,SUV,Comprehensive,18167.74,32179.94,Collision,Moderate,Gujarat,188,0,Yes,Yes,,19836.8,Rejected,0
CLM101465,CUST26046,49,Male,2,SUV,Third-Party,18751.92,49448.24,Theft,Moderate,Punjab,632,1,Yes,Yes,3412.88,25292.01,Approved,0
CLM101466,CUST24770,45,Female,2,Hatchback,Zero-Depreciation,14153.39,51162.41,Theft,Moderate,Maharashtra,358,2,Yes,No,8644.28,25306.74,Rejected,0
CLM101467,CUST27692,43,Female,5,SUV,Standalone,18916.2,84464.35,Theft,Severe,Maharashtra,315,1,No,Yes,13830.73,22124.07,Approved,1
CLM101468,CUST21008,18,Male,10,Motorcycle,Zero-Depreciation,8040.45,32604.73,Vandalism,Minor,Gujarat,156,1,No,No,7343.27,12116.46,Under Review,0
CLM101469,CUST20169,27,Female,8,Sedan,Comprehensive,14918.05,121646.84,Rollover,Total Loss,Rajasthan,167,2,No,No,9965.03,59464.33,Approved,1
CLM101470,CUST28249,48,Male,3,SUV,Standalone,8451.19,50240.78,Collision,Moderate,West Bengal,404,2,Yes,Yes,0.0,13799.97,Approved,0
CLM101471,CUST21324,46,Female,0,SUV,Standalone,17762.35,172605.35,Vandalism,Severe,Delhi,101,1,Yes,,12318.29,52888.36,Pending,0
CLM101472,CUST26028,36,Female,0,Hatchback,Third-Party,17713.55,32838.59,Vandalism,Minor,Gujarat,75,0,Yes,No,530.05,19522.53,Approved,0
CLM101473,CUST25563,42,Female,8,Sedan,Third-Party,8116.47,39861.15,Natural Disaster,Minor,West Bengal,381,0,Yes,,1122.69,25847.15,Approved,0
CLM101474,CUST24125,46,Female,5,Sedan,Zero-Depreciation,5691.0,18606.92,Collision,Minor,Karnataka,312,3,Yes,Yes,0.0,5497.86,Under Review,0
CLM101475,CUST21255,46,Male,1,SUV,Comprehensive,14613.17,36777.64,Natural Disaster,Minor,Telangana,271,2,Yes,No,8335.01,10312.18,Approved,0
CLM101476,CUST28772,36,Female,7,Hatchback,Comprehensive,12666.46,81070.79,Collision,Severe,Uttar Pradesh,49,2,No,Yes,18075.43,50302.51,Approved,0
CLM101477,CUST27447,30,Female,4,Truck,Third-Party,7556.23,96993.69,Vandalism,Severe,Punjab,1167,0,No,No,14389.88,58786.65,Under Review,0
CLM101478,CUST28251,22,Female,2,Motorcycle,Comprehensive,13802.87,51614.68,Natural Disaster,Severe,Telangana,26,1,Yes,No,14244.66,33114.09,Approved,0
CLM101479,CUST22327,46,Male,0,Hatchback,Standalone,14470.55,37680.67,Rollover,Minor,Rajasthan,477,2,No,Yes,2966.74,10953.05,Rejected,0
CLM101480,CUST27590,45,Male,1,Sedan,Zero-Depreciation,3601.89,73087.95,Collision,Moderate,Punjab,81,0,Yes,Yes,0.0,46540.26,Approved,0
CLM101481,CUST23899,49,Female,1,SUV,Comprehensive,9504.43,34090.01,Fire,Minor,Maharashtra,58,1,Yes,Yes,2994.77,11190.81,Approved,0
CLM101482,CUST27354,25,Female,3,Hatchback,Comprehensive,12240.82,81178.81,Natural Disaster,Moderate,Delhi,675,1,Yes,No,8301.49,26247.66,Approved,0
CLM101483,CUST22663,44,Male,0,Truck,Zero-Depreciation,11700.42,31489.48,Rollover,Minor,Gujarat,192,0,No,Yes,0.0,8141.33,Approved,0
CLM101484,CUST28941,54,Male,1,Sedan,Standalone,10013.82,181499.63,Fire,Total Loss,Telangana,1407,2,No,Yes,5567.05,91802.65,Approved,1
CLM101485,CUST25926,36,Female,3,Hatchback,Comprehensive,7498.74,154882.34,Theft,Severe,Gujarat,576,4,Yes,Yes,16064.7,72361.84,Rejected,0
CLM101486,CUST22201,38,Female,2,SUV,Third-Party,11770.06,15658.99,Vandalism,Minor,Tamil Nadu,262,3,Yes,No,11472.27,4245.7,Approved,0
CLM101487,CUST24742,46,Female,6,Motorcycle,Third-Party,11682.26,19391.23,Fire,Minor,Uttar Pradesh,114,1,No,Yes,2277.64,8910.92,Rejected,0
CLM101488,CUST24786,49,Female,2,Truck,Standalone,12100.55,107348.64,Rollover,Severe,Telangana,803,1,Yes,Yes,10875.49,58359.02,Under Review,0
CLM101489,CUST28878,31,Female,0,Motorcycle,Comprehensive,10751.62,49422.89,Fire,Moderate,Punjab,331,3,No,Yes,1546.95,12925.22,Approved,0
CLM101490,CUST22833,20,Male,3,Sedan,Third-Party,4817.5,65966.19,Theft,Moderate,Delhi,303,2,No,Yes,535.51,30006.24,Under Review,1
CLM101491,CUST24353,39,Female,0,Hatchback,Comprehensive,11500.01,65204.64,Natural Disaster,Moderate,Gujarat,120,0,No,No,0.0,32892.31,Approved,0
CLM101492,CUST20313,28,Female,0,Truck,Zero-Depreciation,15316.19,25476.78,Fire,Minor,Tamil Nadu,88,0,Yes,Yes,2601.24,16092.58,Approved,0
CLM101493,CUST20534,60,Female,1,Sedan,Comprehensive,14733.08,38329.75,Natural Disaster,Minor,Maharashtra,103,1,Yes,No,0.0,18195.65,Approved,0
CLM101494,CUST21674,58,Male,0,Sedan,Comprehensive,3000.0,74709.55,Theft,Severe,Maharashtra,165,0,No,Yes,8121.41,21473.28,Approved,0
CLM101495,CUST25117,40,Male,1,Motorcycle,Comprehensive,14201.14,121028.75,Vandalism,Severe,Gujarat,75,5,Yes,Yes,11102.01,78554.35,Approved,0
CLM101496,CUST23498,31,Female,7,SUV,Third-Party,7398.95,20528.46,Rollover,Minor,Tamil Nadu,198,2,Yes,No,3888.88,6398.43,Rejected,0
CLM101497,CUST21371,22,Female,0,Hatchback,Third-Party,14739.58,80334.91,Natural Disaster,Severe,Punjab,1172,1,No,Yes,18886.21,25770.16,Approved,0
CLM101498,CUST20997,43,Male,0,Hatchback,Comprehensive,8074.47,46092.26,Vandalism,Moderate,Karnataka,78,3,No,Yes,0.0,21220.98,Rejected,0
CLM101499,CUST22349,47,Male,4,Hatchback,Standalone,4050.46,70167.95,Collision,Moderate,Telangana,393,3,Yes,Yes,870.05,37848.91,Under Review,1
CLM101500,CUST22549,38,Male,4,Sedan,Third-Party,17870.71,77285.98,Collision,Moderate,Tamil Nadu,271,2,No,Yes,5889.63,24846.17,Approved,0
CLM101501,CUST28065,37,Male,4,Motorcycle,Standalone,9964.92,18616.92,Vandalism,Minor,Maharashtra,97,2,Yes,Yes,,8981.6,Approved,0
CLM101502,CUST24326,29,Male,0,Motorcycle,Comprehensive,16743.74,17171.22,Theft,Minor,Telangana,9,1,Yes,No,11323.61,4810.32,Approved,1
CLM101503,CUST27401,33,Female,0,Hatchback,Third-Party,3000.0,124436.55,Collision,Severe,Uttar Pradesh,73,1,Yes,No,18090.97,62979.7,Rejected,1
CLM101504,CUST25727,24,Female,0,Truck,Zero-Depreciation,9863.15,110561.08,Collision,Moderate,West Bengal,223,2,Yes,No,1153.47,50828.36,Approved,0
CLM101505,CUST24737,27,Female,8,SUV,Comprehensive,15158.8,78442.31,Natural Disaster,Severe,Telangana,1256,4,Yes,Yes,12853.13,44107.99,Approved,0
CLM101506,CUST22661,43,Female,8,Van,Third-Party,12875.8,85333.94,Vandalism,Severe,Uttar Pradesh,279,1,Yes,No,17256.47,51730.85,Approved,0
CLM101507,CUST27277,39,Female,2,Sedan,Comprehensive,13275.73,255710.36,Natural Disaster,Total Loss,Punjab,772,2,Yes,No,20071.27,81967.95,Approved,0
CLM101508,CUST23048,30,Female,3,Sedan,Comprehensive,4895.1,114461.65,Natural Disaster,Severe,Maharashtra,309,0,Yes,No,15962.68,61031.78,Approved,0
CLM101509,CUST21456,25,Female,0,Hatchback,Comprehensive,16993.1,18715.18,Fire,Minor,Punjab,711,3,Yes,Yes,4237.1,10793.14,Approved,0
CLM101510,CUST25996,21,Female,2,SUV,Zero-Depreciation,23011.02,73560.19,Natural Disaster,Moderate,West Bengal,559,0,Yes,No,1651.13,39095.85,Approved,0
CLM101511,CUST24892,50,Male,9,SUV,Third-Party,13139.49,51930.92,Natural Disaster,Moderate,Delhi,730,0,Yes,No,977.37,32783.61,Approved,0
CLM101512,CUST28149,34,Female,3,Motorcycle,Standalone,7923.77,171410.03,Collision,Severe,Telangana,212,0,No,Yes,18757.22,79296.07,Approved,1
CLM101513,CUST23694,32,Female,4,SUV,Third-Party,17708.63,117994.66,Fire,Severe,Telangana,23,0,Yes,Yes,13022.18,37779.47,Pending,0
CLM101514,CUST26761,46,Female,1,Truck,Third-Party,4852.81,18514.0,Theft,Moderate,Delhi,252,3,Yes,Yes,0.0,7303.53,Approved,0
CLM101515,CUST25904,53,Female,3,SUV,Comprehensive,7293.83,20736.44,Natural Disaster,Minor,Tamil Nadu,1239,2,Yes,No,0.0,7988.86,Approved,0
CLM101516,CUST20465,25,Female,2,Truck,Third-Party,11695.2,25469.22,Collision,Minor,West Bengal,626,1,Yes,Yes,9199.12,12041.97,Rejected,0
CLM101517,CUST23022,52,Male,0,SUV,Third-Party,14265.36,43046.37,Vandalism,Minor,Tamil Nadu,487,0,Yes,Yes,0.0,17488.3,Under Review,0
CLM101518,CUST26046,35,Male,0,Motorcycle,Standalone,11923.37,76145.3,Fire,Moderate,Tamil Nadu,806,0,No,Yes,6609.57,44307.29,Under Review,1
CLM101519,CUST22105,75,Male,4,Sedan,Comprehensive,13307.74,13380.99,Theft,Minor,Tamil Nadu,207,0,No,Yes,0.0,5532.5,Approved,0
CLM101520,CUST27455,30,Female,2,Sedan,Comprehensive,14419.85,33592.48,Vandalism,Moderate,Punjab,1318,1,No,Yes,3142.41,10493.85,Approved,0
CLM101521,CUST28665,42,Male,5,SUV,Comprehensive,12398.51,20826.31,Collision,Minor,Uttar Pradesh,171,0,Yes,Yes,3260.03,13245.21,Approved,0
CLM101522,CUST20820,48,Male,1,Truck,Comprehensive,13080.31,28049.78,Vandalism,Minor,West Bengal,196,2,No,No,7319.48,13264.42,Rejected,0
CLM101523,CUST26764,49,Female,0,Hatchback,Standalone,10271.59,22378.65,Theft,Minor,Uttar Pradesh,118,0,No,Yes,4234.36,11164.6,Rejected,0
CLM101524,CUST25086,41,Male,9,Motorcycle,Standalone,13365.32,23378.24,Vandalism,Minor,Delhi,253,0,Yes,Yes,0.0,14337.87,Approved,0
CLM101525,CUST23774,47,Male,2,Motorcycle,Comprehensive,15654.16,152823.87,Collision,Severe,Gujarat,171,2,No,No,10306.34,92083.23,Rejected,1
CLM101526,CUST20340,38,Male,2,SUV,Comprehensive,18532.93,154189.28,Vandalism,Severe,Delhi,199,3,Yes,No,13094.43,89253.24,Under Review,1
CLM101527,CUST22535,53,Female,0,Sedan,Comprehensive,12951.92,224763.88,Collision,Total Loss,Maharashtra,542,0,No,Yes,10577.47,137916.96,Approved,0
CLM101528,CUST28692,19,Male,4,Sedan,Third-Party,13048.59,102342.9,Fire,Severe,Punjab,422,2,No,Yes,17984.91,65399.03,Pending,0
CLM101529,CUST25743,35,Male,7,Motorcycle,Third-Party,13306.47,40886.89,Natural Disaster,Moderate,Delhi,123,0,No,Yes,2188.9,14987.97,Approved,0
CLM101530,CUST27956,51,Female,3,Sedan,Comprehensive,9074.46,163476.64,Natural Disaster,Severe,Gujarat,50,0,Yes,No,21769.16,51911.64,Rejected,0
CLM101531,CUST24321,40,Male,12,Sedan,Zero-Depreciation,18940.55,32558.46,Vandalism,Minor,Delhi,147,0,Yes,No,2342.66,9868.21,Rejected,0
CLM101532,CUST21995,39,Male,3,Sedan,Third-Party,11612.16,29122.82,Fire,Minor,Delhi,576,0,Yes,Yes,5652.88,12180.36,Rejected,0
CLM101533,CUST28824,37,Male,9,Motorcycle,Third-Party,11272.03,39408.85,Rollover,Moderate,Rajasthan,145,3,No,,4178.79,12751.28,Approved,0
CLM101534,CUST24297,26,Female,7,Sedan,Comprehensive,11699.89,176290.43,Vandalism,Total Loss,Tamil Nadu,193,2,No,Yes,17866.95,72677.32,Approved,1
CLM101535,CUST22754,30,Male,2,SUV,Zero-Depreciation,17923.15,98195.88,Natural Disaster,Severe,Tamil Nadu,265,3,Yes,No,18095.85,35587.0,Approved,0
CLM101536,CUST27440,37,Male,8,Motorcycle,Standalone,24695.86,69958.56,Vandalism,Severe,Gujarat,690,1,Yes,Yes,11705.87,32166.97,Approved,0
CLM101537,CUST24168,41,Female,0,SUV,Zero-Depreciation,10296.78,87106.32,Theft,Severe,Maharashtra,56,0,No,No,12761.75,41856.96,Approved,1
CLM101538,CUST20743,41,Female,2,Hatchback,Comprehensive,11567.63,147368.76,Natural Disaster,Severe,Punjab,3,1,Yes,Yes,13902.16,65822.12,Approved,0
CLM101539,CUST21842,51,Female,0,Hatchback,Third-Party,4144.36,44307.48,Collision,Moderate,West Bengal,104,0,No,Yes,4070.85,21426.36,Approved,1
CLM101540,CUST23166,33,Female,10,SUV,Comprehensive,9860.83,36873.93,Vandalism,Minor,Delhi,98,2,No,Yes,0.0,10207.29,Rejected,0
CLM101541,CUST25964,33,Male,0,Sedan,Zero-Depreciation,20663.08,27229.13,Theft,Minor,Punjab,612,4,Yes,Yes,12547.96,11293.1,Pending,0
CLM101542,CUST23330,25,Female,2,Sedan,Comprehensive,3297.38,15095.63,Fire,Minor,Karnataka,362,1,Yes,Yes,4691.55,4583.15,Approved,0
CLM101543,CUST20991,21,Female,0,Motorcycle,Standalone,10048.2,48105.91,Natural Disaster,Severe,Delhi,278,0,Yes,Yes,15104.02,20077.18,Approved,0
CLM101544,CUST21785,18,Male,2,Motorcycle,Zero-Depreciation,10912.87,104632.66,Rollover,Severe,Punjab,228,1,Yes,Yes,13042.46,32112.19,Approved,0
CLM101545,CUST21687,28,Female,2,Sedan,Comprehensive,10299.35,77732.09,Vandalism,Severe,Telangana,956,0,No,No,24472.18,24437.17,Approved,0
CLM101546,CUST28378,34,Male,3,Hatchback,Comprehensive,8463.4,35699.78,Natural Disaster,Severe,Uttar Pradesh,349,0,Yes,Yes,15031.76,9532.85,Approved,0
CLM101547,CUST21193,46,Female,5,SUV,Comprehensive,12137.13,64543.86,Rollover,Severe,Punjab,732,0,No,Yes,16205.19,34843.96,Rejected,0
CLM101548,CUST27929,49,Female,1,Sedan,Third-Party,8685.16,67415.91,Collision,Severe,Gujarat,1149,2,Yes,Yes,14629.52,30482.76,Approved,0
CLM101549,CUST26044,39,Male,0,Van,Third-Party,11342.83,10705.83,Theft,Minor,Telangana,1164,1,Yes,,,6302.82,Approved,0
CLM101550,CUST24387,47,Male,0,Motorcycle,Zero-Depreciation,11794.78,20283.43,Theft,Minor,Delhi,781,0,Yes,No,1867.84,8945.0,Under Review,0
CLM101551,CUST23772,23,Female,0,Truck,Third-Party,19006.62,25430.53,Theft,Minor,West Bengal,193,2,Yes,Yes,0.0,6550.26,Under Review,0
CLM101552,CUST22922,51,Female,1,Truck,Third-Party,11745.17,67292.99,Natural Disaster,Severe,Gujarat,705,2,No,No,21305.43,37857.28,Under Review,1
CLM101553,CUST27612,42,Male,6,Motorcycle,Third-Party,15256.78,63734.65,Collision,Moderate,Telangana,346,2,No,No,4422.19,37774.77,Approved,0
CLM101554,CUST24451,63,Female,6,Sedan,Third-Party,9637.99,297065.64,Natural Disaster,Total Loss,Karnataka,135,0,Yes,Yes,19307.18,146445.47,Rejected,0
CLM101555,CUST25975,37,Male,0,Sedan,Comprehensive,14165.73,27971.25,Natural Disaster,Minor,Karnataka,220,0,Yes,Yes,2637.84,14204.84,Approved,0
CLM101556,CUST21856,27,Male,3,Hatchback,Comprehensive,5561.14,62081.38,Rollover,Moderate,Delhi,189,0,No,Yes,7953.71,26995.89,Approved,0
CLM101557,CUST23351,41,Male,4,Motorcycle,Comprehensive,3000.0,40933.47,Rollover,Minor,Delhi,143,0,No,Yes,6689.71,19293.78,Under Review,1
CLM101558,CUST27143,27,Female,7,Hatchback,Third-Party,7802.98,77902.57,Natural Disaster,Moderate,West Bengal,273,1,Yes,No,6712.2,39633.15,Under Review,0
CLM101559,CUST21975,36,Male,0,Motorcycle,Comprehensive,6176.32,63588.24,Vandalism,Moderate,Telangana,1849,2,Yes,No,5432.58,35054.94,Rejected,0
